sentence_id	topic	label	sentence
a28db5be9e467e4c157b1495d99766a6	kärnkraft	con	De långsiktiga konsekvenserna av Fukushima-olyckan är fortfarande ganska osäkra, säger rapporten, eftersom många regeringar fortsätter att ompröva sina planer för användning av kärnkraft.
73dd996c3dd7b8c29296933442d954db	kärnkraft	pro	För det tredje, uppmuntra välstånd tillväxt och ren utveckling runt om i världen. Och för det fjärde, utnyttja den senaste tekniken för att minska risken för kärnvapenspridning över hela världen.
038ac64797bcdb55001ab3079e9ac4d5	kärnkraft	non	Det har inte bara satt regeringarna som främjar kärnkraften i ett trångt läge, utan har också utlöst en världsomfattande debatt om kärnkraft som en källa till ren energi för framtiden.
725013faa53f1638821a4a9f45efa023	kärnkraft	pro	Till skillnad från kol- och oljeförbränningsanläggningar är kärnkraftsproduktionen miljövänlig, eftersom förbränning av kol och olja kan förorena luften.
d495dffb3028254eaac54dbe9e7e0dc0	kärnkraft	con	Domedagsmaskinen: Det höga priset på kärnkraft, världens farligaste bränsle idag
1f4c95ba1b55862089a523fa4f59e9d1	kärnkraft	pro	Hur kan man säga att kärnkraft är smutsig när vindkraft har extremt höga produktionskostnader, geografiska effekter och skapar ett enormt koldioxidavtryck bara för att designa och utveckla.
a127209c9347f924ec9d81b6eca0f7d9	kärnkraft	non	Som samhälle är vi oerhört slösaktiga när det gäller energi.
cd3ed90da3898b493bc7671814766559	kärnkraft	pro	Finland drog slutsatsen att tillgången till stora mängder energi till överkomliga priser bör vara en av de främsta nationella prioriteringarna, och kärnkraft var ett självklart val.
feabe915f1f95323755ebb4f29bb8109	kärnkraft	non	Och även om kärnkraften var säker, ren och klimatvänlig, ökar ekonomin på lång sikt?
d8a8054f1753945b2745e641145f0328	kärnkraft	con	Kärnkraften skapar mycket fler problem än den löser, och är inte lösningen på den globala uppvärmningen.
6febecc8a8e475ab93b5828d5cf36c14	kärnkraft	non	Från och med 1983 har konsumenter av el som producerats vid kärnkraftsanläggningar betalat en tiondels cent för varje kilowattimme el som producerats i fonden.
8643c1865c70079c4cd25df2ff1c04a0	kärnkraft	non	Dessutom underlättar uppkomsten av en billigare skiffergas tillgången på energikällor för koleldade kraftverk.
91d8221521fe314cec57d65b60d3ab22	kärnkraft	non	Unga Emiratis tar tillfället i akt att leda sin nation in i en renare och mer hållbar energiframtid.
04b22e802da6daaca99caa848bf2ce38	kärnkraft	pro	Nu är scenen inställd för innovation och initiativ som ytterligare kommer att se till att USA: s energiutsikter fortsätter att vara säkra, rena och tillförlitliga.
6141ca11d6d51a955f7a424e6227e868	kärnkraft	con	På grund av de potentiella säkerhetsproblemen, risken för miljön, och farorna med kärnkraft, måste användningen av kärntekniska anläggningar avbrytas för att förhindra härdsmälta och irreparabla skador på det omgivande området ....
91bd18af8585f0d8291b011d17c66fe9	kärnkraft	pro	Många nationer vänder sig alltmer till kärnenergi som ett medel med låga koldioxidutsläpp för att möta den växande efterfrågan på el.
807c3bde1559d06ddd3e3127f0f24a2c	kärnkraft	pro	Detta koncept skulle kunna tillgodose olika energibehov och förbättra tillförlitligheten, robustheten och motståndskraften för hela systemet som helhet, tillsammans med ekonomiska och nettoeffektivitetsvinster.
7732b1202c576aff57b86fae6cca597d	kärnkraft	non	Slutligen, i takt med att omfattningen av samarbetet fortsätter att öka, blir samarbetsverktyg som audio- och videokonferenser allt mer avgörande för produktiviteten i vetenskapliga samarbeten.
d443ac05759d4535b9461bbb55e1bc47	kärnkraft	non	Med intäkter på nästan 140 miljarder US-dollar under 2013 finns det idag över 400 civila kärnreaktorer i drift runt om i världen, och USA står för nästan en tredjedel av världens kärnkraftsel.
beb2b93aeb7474a5b3793e6b9490e359	kärnkraft	con	Att ackumulera separerat plutonium ökar slutligen bara oron för spridning och minskar Japans förmåga att vara ledande inom kärnvapennedrustning och icke-spridning.
0c05ebae4f996d60a163fd2e9219a4e9	kärnkraft	con	Utan tvivel finns det en stor risk för att dessa katastrofala attacker från terrorister skulle inträffa om kärnkraften skulle bytas ut.
80fc99374df7765f6a16750e6524027e	kärnkraft	non	Kwh gör det mycket attraktivt att bygga vattenkraftverk.
d3ebdd932b9d1f61850048c41eeae046	kärnkraft	non	Som ett internationellt samhälle måste vi samarbeta för att globalt expandera ren, tillförlitlig och prisvärd kärnenergi på ett sätt som minskar spridningsriskerna, ökar den globala energisäkerheten och begränsar föroreningar och utsläpp av växthusgaser.
e1f7696cea4c3c29a4aaa23da6180c4d	kärnkraft	pro	Tysklands beslut att överge kärnkraften har fått avsevärd kritik från experter som varnar för negativa biverkningar, inklusive ytterligare 40 miljoner ton koldioxidutsläpp från kolbaserade bränslekällor.
7a85ffa3d426d8e228e33cd69b13ab94	kärnkraft	con	Avsaknad av uppgifter innebär definitivt inte avsaknad av utsläpp av växthusgaser ...
2415281b4013d48ec038048446a5643c	kärnkraft	con	Även om det inte fanns några dödsfall orsakade av radioaktiva material utsläpp, måste många människor fortfarande evakueras från sina hem för att säkerställa säkerhet som verkligen medförde olägenheter och ... ...
93300aa7eca2856ac3719143d82be13a	kärnkraft	pro	Även om det är helt regeringens beslut att göra, det var låg kostnad kärnkraft som ökade Koreas tillverkning och i sin tur, nationens ekonomi, säger Danny Roderick, VD och VD för Westinghouse Electric.
96a0956f6a822b40166e408b34e3bc8b	kärnkraft	pro	"Han noterade kärnkraftens fördelar som en ""stabil och tillförlitlig"" energikälla, ""relativt fri"" från prisfluktuationer."
81a815d600d2562a18306a1d85d288a5	kärnkraft	con	Problemen med kärnavfall, säkerhet och spridning återstår dock att lösa.
530b4e9e68c037c914db1622a0d92842	kärnkraft	non	Om en olycka skulle inträffa skulle det utan tvivel bromsa byggarbetet.
d366fbba8a4f1f2125dc17ae6958c10b	kärnkraft	pro	Kärnenergin är helt ren, en mycket billig bränslekälla.
c8c6a379d75fdc4e6991ed31f0885314	kärnkraft	con	Vid byggkostnader på upp till $4400 per kilowattimme, de är extremt dyra att bygga – nästan 9 miljarder dollar för en 2000 megawattimme anläggning.
c3d4b87e77bd493233544897ca995de1	kärnkraft	pro	Deras huvudsakliga argument är de relativt låga koldioxidutsläppen från kärnkraft jämfört med fossila bränslen kol, olja och naturgas.
22182c757479def7564ce37bbffd6ea2	kärnkraft	con	Det är dags att inse att kärnkraft inte är en ren, säker eller prisvärd energikälla, säger de.
d41c485117ebcb43f4f551bea22f579b	kärnkraft	non	Civilt samarbete möjliggör kärnteknik och material som behövs för ett kärnvapenprogram och hjälper till att utbilda människor i den vetenskap som är relevant för bombbyggande.
d767ad7e9c23b7e51fa5bcb7a68d6bfd	kärnkraft	con	Och vi kan inte fortsätta att underblåsa de otaliga kärnvapenhoten genom att låtsas att kärnkraft på något sätt kan bidra till att bekämpa klimatförändringarna.
800352e9320ada497420166e09d88e98	kärnkraft	non	Effekten på människor Strålning Strålningsdoser på cirka 200 rem orsakar strålningssjuka, men endast om denna stora mängd strålning tas emot på en gång.
3b7834b7d70fa29f06275c5c40943036	kärnkraft	non	Den andra typen av atombomb är vätebomben som använder kärnfusion som energikälla och är mer kraftfull än atombomben som använder kärnklyvning.
eadc857fff380afb00b53c5a41248460	kärnkraft	pro	Den mängd bränsle som krävs i ett kärnkraftverk är därför mycket mindre än i andra typer av kraftverk.
33564d894b529b02519d7248e636d1e6	kärnkraft	con	Säkerhet, kostnader och tekniska utmaningar har ofta försenat utvecklingen när det gäller återvinning, bearbetning och slutlig spridning av högaktivt avfall, använt kärnbränsle och utmanande material.
489697b2b50aa8673aeb6465eb7a26a7	kärnkraft	con	De största nackdelarna är att när uran används blir det radioaktivt avfall som kommer att finnas på jorden under mycket lång tid, och att olyckor inträffar och härdsmältor inträffar, vilket innebär att hela länder kan förorenas.
463863cb5db0b16845c66c6b3f0c2da8	kärnkraft	non	Ett lagförslag för att upprätta en ny organisation för hantering av kärnavfall, tillhandahålla en samförståndsprocess för lokalisering av kärntekniska avfallsanläggningar, säkerställa tillräcklig finansiering för hantering av kärnavfall, och för andra ändamål.
052baea2b609f3cd5a1dff9e46d49978	kärnkraft	non	Det är mycket troligt att de schweiziska väljarna så småningom kommer att gå till omröstningarna för att rösta om huruvida nya kärnkraftverk kan byggas.
2ba0c33f649b3afcc5d7527f567e3768	kärnkraft	pro	Kärnkraft passar in på den beskrivningen, och lagen om en säker kärnkraft kommer att göra denna säkra, rena framtid till en verklighet.
26534c53d9b1e0e4c16fff684cf35bf9	kärnkraft	pro	Trots naturgasen förblir användningen av flytande naturgas i Japan dyrare än kärnkraft och kol som energikälla.
aeb6f2a5981cf9f5fded0c76315bb266	kärnkraft	con	Andra säkerhetsfrågor har också oväntat uppstått då och då, trots de flesta anläggningars goda säkerhetsresultat under de senaste åren.
08f66e006b959583848fd374a0dc284f	kärnkraft	pro	Den amerikanska federala regeringen har ägnat sig åt en rad olika verksamheter för att se till att kärnenergin förblir ett säkert, ekonomiskt konkurrenskraftigt och miljömässigt godtagbart alternativ.
e0df2ccc907e09205d0037f4a92ae42c	kärnkraft	con	När man överväger kostnader måste man överväga att många kärnkraftverk och kolkraftverk redan närmar sig slutet av sin livslängd och kräver nya investeringar och att elnäten behöver uppdateras.
776d8e118d686bee2bcf7bf13ba682a2	kärnkraft	non	Vi kommer att arbeta för att främja ny teknik och energikällor för att minska föroreningarna, diversifiera den globala energiförsörjningen, skapa arbetstillfällen och ta itu med hotet om klimatförändringar.
e7908dbe7c5a942d9637ad2d16a26f4d	kärnkraft	pro	Kärnkraftverk behöver mindre bränsle än sådana som eldar med fossila bränslen.
c17b7c11878148754d529d8a79bf06a6	kärnkraft	con	Ändå bör du vara realistisk eftersom de är mycket dyra sätt att skapa energi.
0bf3a0f736db798f223662e1b1f682eb	kärnkraft	pro	Lyckligtvis finns det en teknik där ute som producerar ren, utsläppsfri energi utan behov av råvaror som importeras från instabila länder.
0a57c848de6c543df7079e702e44a070	kärnkraft	non	Var inte så säker, det kan finnas en ökande medvetenhet om riskerna med kärnenergi, men stödet för dem är fortfarande ganska starkt (inte ens tala om den överdrivna kärnkraftslobbyn).
1309308be7035a7d71b583f691902536	kärnkraft	non	Utan ekonomiska och industriella resurser skulle terrorister behöva stjäla eller köpa sitt material från befintliga lager eller få hjälp från en nation.
acb9a42a69bb89dda06ef41a7cef09b4	kärnkraft	pro	Även om Fukushima Daiichi-olyckan var en global påminnelse om behovet av att göra säkerheten till högsta prioritet, fortsätter kärnkraften att vara det bästa alternativet för tillförlitlig, säker, kostnadseffektiv och koldioxidfri el.
cf2c9e52584c711c71c3cfcd70817580	kärnkraft	non	Det finns dock betydande länder där de civila och militära bränslecyklerna fortfarande är sammanflätade.
0f56678412628c704743d1c9d92f534e	kärnkraft	non	Båda länderna stöder utvecklingen av en global kärnkraftsinfrastruktur som föreställs i GNEP för att utveckla innovativ kärnreaktor och bränslecykelteknik.
98b4325237385baf5e9c5f26bceee81d	kärnkraft	pro	Den låga och stabila kostnaden för kärnenergi bidrar till att sänka priset på el som betalas av konsumenterna.
0b7de1b6a480163a3930ffc13c76b4ab	kärnkraft	non	Detta strategiska beslut minskar antalet verktyg som ska stödjas och ökar kvaliteten på de verktyg som distribueras till slutanvändarna på grund av att V&V:s verksamhet används strikt.
1605d3cb25b5c9de6103f2c9002f338e	kärnkraft	pro	Om lagstiftningen är nyskapande för att förbättra både bygghastigheten och mångsidigheten hos den tillgängliga tekniken, kan vi få se en mycket konkurrenskraftig kärnkraftsindustri uppstå.
31d0d3d71b1990211ea46c7a491566b3	kärnkraft	con	Särskilt efter olyckan i Fukushima har allmänhetens och statens intresse för strålningsriskerna vid lågdosstrålning varit stort.
f7fca7f9324a0e7aad3d10f843dbb871	kärnkraft	con	Många oroar sig för radioaktivt kärnavfall, den kostsamma och ytterst farliga skadan för kärnkraftverk.
863f54ce50fc82a349c627d6d1fed09b	kärnkraft	con	Detta avfall, som framställs under alla delar av bränslecykeln, utgör en allvarlig fara för människors hälsa.
3fe24b25ca476855a9a0d5d36b9fb1b5	kärnkraft	pro	Utsläpp Gratis, Mångsidig och Tillgänglig Som vindkraft och solenergi är kärnkraft utsläppsfri, vilket innebär koldioxidfri.
8b5f6c80b86a8b9903190b3bf54b5bc0	kärnkraft	pro	Många nationer vänder sig alltmer till kärnenergi som ett medel med låga koldioxidutsläpp för att möta den växande efterfrågan på el.
626fabe925909d9e28efdae80238cca3	kärnkraft	pro	Jag inser nu att kärnenergi är den enda icke-gröna gasavgivande energikällan som effektivt kan ersätta fossila bränslen och tillfredsställa den växande efterfrågan på energi.
a8c33e7685ff6e6e7e44aa6790e51d37	kärnkraft	pro	En annan fördel med kärnkraftverk är de arbetstillfällen som kommer att bli tillgängliga för att bygga och underhålla nya kraftverk.
e13b45fe31ca038e77d9fcee5788838e	kärnkraft	con	"Med tanke på de koldioxidekvivalenter som är förknippade med hela den nukleära livscykeln bidrar kärnkraftverken i hög grad till klimatförändringarna och kommer att bidra ännu mer i takt med att lager av uran av hög kvalitet utarmas."""
ab8f3d83f3489e2c8f5323bc87e1cddd	kärnkraft	pro	Bränslekällan är begränsad vilket gör den till en icke-förnybar energikälla och ohållbar.
936cbf2022cfe4bf19e2a2477ddc965e	kärnkraft	non	I vissa länder spelar kärnenergin en mycket större roll för elförsörjningen i Frankrike, det land som har det näst största antalet kärnkraftverk, 80 % av all el genereras via kärnreaktorer.
e0e08686ba5014f34f7edb69503e20a5	kärnkraft	non	En enorm mängd värme genereras i denna process, som används i kärnkraftverk för att generera el.
5efe112d35fec9a2bd1cda82b908f1a8	kärnkraft	con	Skadliga effekter av kärnenergi Kärnenergi kan leda till många skadliga effekter för människor och samhälle.
b2ed672490e1da96d0c3862c5b41a709	kärnkraft	pro	Om kärnkraften fortsätter att utvecklas och blir det billigaste sättet att producera el samtidigt som koldioxidutsläppen minskar, kommer inget annat än en kärnexplosion att stoppa dess spridning.
2387aabca9a8fe86e5fc90d5f6e6b2ae	kärnkraft	pro	Trots riskerna finns det fördelar med kärnkraften som gör det svårt att ersätta den.
c105c64726e59b398bf89c974030a33c	kärnkraft	pro	Hur attraktiva dessa miljövinster än är är de ekonomiska vinsterna för många stater och regioner ännu viktigare.
16e8f57f175f8d5aba930512b5a60fa2	kärnkraft	pro	Beteendet att använda fossila bränslen orsakar å andra sidan enorma föroreningar, till exempel förorening av jord, vatten och atmosfär.
aa2d54fe77ba0e2b999a60d132bd6259	kärnkraft	pro	På medellång och lång sikt förväntas dessutom tekniska framsteg öka kärnkraftssystemens effektivitet, öka den mängd energi som återvinns per ton uran och därigenom minska trycket på efterfrågan.
e38c143ada5b8aae9095f73e64cb4b4b	kärnkraft	con	Enligt Greenpeace har Aquino-administrationen slösat flera år på smutsiga energikällor som kol och kärnkraft.
ac6cf404dab8a41495ecb8e82a8a3671	kärnkraft	con	De viktigaste miljöproblemen för kärnkraft är använt kärnbränsle och radioaktivt avfall.
aed899a0a72b23f6c9bf914aac770e61	kärnkraft	pro	och på andra håll i system som avsevärt kan minska miljöpåverkan på ett effektivt och ekonomiskt hållbart sätt samtidigt som man utnyttjar både rena energikällor och kolväteresurser.
6ce2ba948174fefda47d9eaa52d8ba90	kärnkraft	non	Om Japan slutar upparbetning kommer det dessutom definitivt att försvaga andra länders - särskilt Sydkoreas - argument för inhemsk teknikutveckling för upparbetning.
7fd8929deae63e373282864c8a2fd70b	kärnkraft	pro	Om vi ska kunna fortsätta att åtnjuta både tillförlitlig elproduktion och de ekonomiska fördelarna med kärnkraftsanläggningar måste vi behålla vårt förtroende för kärnsäkerheten.
b21a69a8dcb95b926ecf566d86142ca7	kärnkraft	con	Annons - I denna tid av okonventionellt krig, kärnkraftverk är sårbara för sabotage och attacker; och befintliga evakueringsplaner i händelse av en kärnkraftsolycka anses allmänt som orealistiska pappersövningar.
e7476abe896db852dcdd3bbabe78868b	kärnkraft	non	EU har lovat att minska sina koldioxidutsläpp med 20 procent till 2020 jämfört med 1990 års nivåer och ge ren energi till en femtedel av energimarknaden.
ed96bf9d7b2a69067a7f9d9170a178a7	kärnkraft	con	En officiell undersökning från den tyska regeringen visar att risken för cancer ökar betydligt för små barn som växer upp i närheten av ett kärnkraftverk.
10cb37a20707c81df08a0f4d0bd5fd90	kärnkraft	pro	Det handlar helt enkelt om att göra mer av vad som fungerar, på ett säkrare och effektivare sätt.
141f8b1ed21cf596ec70cf9b40ba43fa	kärnkraft	pro	För många utvecklingsländer är alltså kärnkraften -- helt enkelt -- ett praktiskt medel för att öka energiförsörjningen och därmed möjliggöra ekonomiska framsteg.
87b4d90e3d3d10aff23e19ae79b621ba	kärnkraft	pro	Dessutom tar kärnkraftverk upp mycket mindre utrymme för samma mängd energi som andra källor som vind.
d3d22cbe2fedea5751927f379d191594	kärnkraft	non	Men även om investeringar i kärnkraft utformas direkt som en möjlig lösning på det nationella energiproblemet är det fortfarande inte ett alternativ att föredra jämfört med andra politiska förslag.
4021e85877e0939fdd0912ea4cbcc649	kärnkraft	con	Det kan dock inte förnekas att kärnkraftverk producerar farligt avfall och att bortskaffande av det är problematiskt.
22aab18072a672f96bc9f73acf223c83	kärnkraft	non	"I undersökningen konstaterades att 79 % håller med om att den federala regeringen för att ""hoppa igång investeringar och upprätthålla USA:s konkurrenskraft"" bör ge lånegarantier för byggandet av koldioxidsnål energiteknik, inklusive kärnkraft."
0502c7bda11793ad8b88ac9f2ee9fc4a	kärnkraft	non	Särskilt höga gaspriser har skadat den kemiska tillverkningssektorn genom att skicka över 100 000 arbetstillfällen utomlands under de senaste åren.
d97e745d1fbb1c6d3d782c3416b03715	kärnkraft	non	Tre anläggningar skulle dock kunna fortsätta att vara i drift fram till 2022 för att möjliggöra förseningar i samband med tillägg av nya energikällor – huvudsakligen förnybara – som ersättning.
d046821ab587ecc9cd15d17eca6b90a5	kärnkraft	pro	Beskrivning Kärnenergi är tippad som framtidens energikälla eftersom den erbjuder ren kraft sans koldioxidutsläpp, och är tillförlitlig och prisvärd.
2236bebe3abd7be394912a99ccbd4f3c	kärnkraft	con	Om några djur skulle dricka skadat vatten, kan de också bli sjuka 26: HUR SÄKER ÄR METODEN FÖR ATT ANVÄNDA KÄRNENERGI?
4a8d2c8a49e156fe2d03a6d72606bccf	kärnkraft	non	Särskilt som växande ekonomier, liksom Kina, ökar sitt beroende av kol.
e769b27c0258b6201ded1907358849b8	kärnkraft	non	Vildmarksförvaltning Farley, Hatch och Vogtle, som drivs av Southern Nuclear, upprätthåller planer för förvaltning av vilda djur och växter som är certifierade av WHC.
194bddff41db79fe93b386669b10968e	kärnkraft	non	Detta är en webbplats licens, vilket ger alla användare inom en given geografisk plats för din organisation tillgång till produkten.
f760ea887e4b4472ac3d83935260bc33	kärnkraft	pro	Kärnkraften ansågs en gång vara framtidens energi och kunde producera billig, riklig och ren energi.
5c37903c25c6c6f8e8b93e1d4125d43c	kärnkraft	pro	Ett antal programmatiska förändringar på DOE kan bidra till att spara skattebetalarnas pengar, föra lovande teknik på marknaden snabbare och bidra till att säkerställa en innovativ och konkurrenskraftig kärnkraftsindustri.
5bf133ec1d3abe8f652c0e12b690defd	kärnkraft	con	Föroreningen av detta avfall kan få allvarliga konsekvenser för både människor och miljö.
a317b7391ba48c818c5bb17597d1426c	kärnkraft	non	Kina har ratificerat Kyotoprotokollet och lovar att prioritera utvecklingen av ren energi samtidigt som energieffektiviteten förbättras.
8fce327398424628d177c9cf62aef5f4	kärnkraft	con	Höga doser av strålning kan orsaka sjukdomar som cancer.
b3042423c53443710ed9cd896a5395f1	kärnkraft	pro	Många miljöforskare ser kärnenergi som ett användbart verktyg för att övergå från fossila bränslen till förnybar energi i framtiden.
6408755a14a40805dfc07c4640fd31b3	kärnkraft	pro	Inhemskt skulle GNEP-programmet främja teknik som stöder ekonomisk, hållbar produktion av kärnkraftsproducerad el, samtidigt som effekterna av bortskaffande av använt kärnbränsle minskas och spridningsriskerna minskas.
2bc34654199ab1057aee3b3f774fd302	kärnkraft	non	Kärnkraften fortsätter att växa: 56 nya kärnreaktorer håller på att byggas, det största antalet sedan 1992, säger Yury Sokolov, IAEA:s biträdande generaldirektör för kärnenergi.
5c8caa1ffd7d02d9927d2c89a90ec1fc	kärnkraft	non	Gamma Strålar är strålar som innehåller högenergifoton och har förmågan att resa stora avstånd i luften.
7126aac6548a5d5c920d201a7fcb2e56	kärnkraft	non	Det grundläggande målet för Advanced Fuel Cycle Initiative (AFCI) är att tillhandahålla teknikalternativ som, om de genomförs, möjliggör långsiktig tillväxt av kärnkraften samtidigt som hållbarheten och energisäkerheten förbättras.
66eadc45c31dc3fe7ea426a0402612c3	kärnkraft	pro	Risken för luftföroreningar från koleldade anläggningar är störst bland de övre gränserna för den allmänna sjukdomen.
a859bd78c48dd7668ac8f647d6043590	kärnkraft	pro	Utsläppen av växthusgaser och därmed kärnkraftverkens bidrag till den globala uppvärmningen är därför relativt litet.
a031761ce01960c27d90e0738332b17c	kärnkraft	non	Fördelen med att använda en LINAC är att den ger en relativt snabb screening av strålningstolerans.
424a24e7ea658c546e42f3ea3cad877a	kärnkraft	non	Stängningsanläggningarna var emellertid en överreaktion för Tyskland, som inte löper någon risk för jordbävningar eller tsunamier och som sedan dess har ökat sina årliga utsläpp.
7840c5082f869eaf5162176f944e92f5	kärnkraft	con	Det är dags att inse att kärnkraft inte är en ren, säker eller prisvärd energikälla, säger de.
bd5feb52061391bb4d7a4d656af792d2	kärnkraft	non	För att på ett säkert sätt kunna avlägsna uranet förs en jättelik traktorvagn in med en jättelik blylåda på baksidan och med hjälp av en kran, skulle anläggningsoperatörerna på distans plocka upp och lägga ämnet i blylådan.
